#Chromosome	Position	Peak_score	Tags_CTCF	Tags_IgG
chr1	168090935	26.55	45	9
chr1	169142685	19.5833333333	33	7
chr1	169150920	18.68	39	9
chr1	169300230	64.74	109	11
chr1	169345105	30.2666666667	73	10
chr1	169567325	46.4266666667	132	28
chr1	169568425	35.5533333333	132	28
chr1	169575290	33.1333333333	54	10
chr1	169600145	31.3	57	7
chr1	169712520	19.4033333333	44	11
chr1	169826615	18.3466666667	34	17
chr1	169860265	17.98	30	11
chr1	170144415	27.11	48	11
chr1	171389665	22.99	42	2
chr1	171447820	38.6666666667	72	8
chr1	171848260	27.83	71	11
chr1	171881035	15.11	24	4
chr1	172066695	15.35	35	5
chr1	172543520	21.29	45	7
chr1	172562690	58.7166666667	92	12
chr1	172815595	29.7166666667	70	17
chr1	172831910	19.2933333333	45	8
chr1	172937150	29.6266666667	55	12
chr1	173041245	25.7833333333	60	17
chr1	173089720	19.7933333333	49	8
chr1	173151110	46.78	109	23
chr1	173168765	21.7966666667	57	16
chr1	173177305	22.8666666667	48	17
chr1	173187435	21.1733333333	46	12
chr1	173288760	16.8833333333	113	50
chr1	173291450	21.9333333333	113	50
chr1	173310170	22.6466666667	45	12
chr1	173317560	19.69	85	27
chr1	173400600	23.36	52	10
chr1	173431895	19.92	100	23
chr1	173433645	22.2466666667	100	23
chr1	173444230	18.5733333333	205	94
chr1	173445410	29.8633333333	205	94
chr1	173446880	20	205	94
chr1	173448460	17.2966666667	205	94
chr1	173455600	15.09	64	30
chr1	173461710	33.3	190	82
chr1	173470255	23.0133333333	56	30
chr1	173478635	17.0933333333	63	25
chr1	173489400	18.53	77	39
chr1	173490400	16.71	77	39
chr1	173494600	109.386666667	342	79
chr1	173497140	43.8266666667	342	79
chr1	173498440	18.54	342	79
chr1	173746070	19.3266666667	39	7
chr1	173755755	18.7	53	10
chr1	173942360	16.46	41	16
chr1	174049965	19.99	44	7
chr1	174119185	16.9233333333	26	6
chr1	174147395	26.7933333333	48	16
chr1	174178055	18.63	44	10
chr1	174240325	52.2966666667	159	18
chr1	174255000	36.79	152	44
chr1	174256410	42.1366666667	152	44
chr1	174287845	22.8933333333	62	21
chr1	174294920	27.2066666667	50	13
chr1	174299265	22.4733333333	58	18
chr1	174339325	22.08	93	24
chr1	174342625	21.7666666667	93	24
chr1	174420670	37.4233333333	72	9
chr1	174459035	55.7166666667	94	17
chr1	174493570	19.48	52	7
chr1	174524880	18.2933333333	39	9
chr1	174549580	19.1033333333	35	6
chr1	174563300	21.1066666667	37	12
chr1	175269840	15.0066666667	30	10
chr1	175307805	26.41	43	9
chr1	176400100	28.28	49	10
chr1	176604910	24.4633333333	38	7
chr1	177599355	15.6566666667	32	6
chr1	177866675	20.9266666667	31	3
chr1	178148615	15.5933333333	28	3
chr1	178153580	22.0833333333	35	6
chr1	178261605	17.9566666667	32	4
chr1	179119090	15.77	26	2
chr1	179550995	18.1666666667	34	7
chr1	179633175	19.12	87	30
chr1	179635555	16.0933333333	87	30
chr1	180003065	19.6933333333	32	6
chr1	180379560	20.77	42	4
chr1	180394035	38.5066666667	72	13
chr1	180427110	16.89	33	13
chr1	180460940	19.68	46	15
chr1	181067360	15.4033333333	49	20
chr1	181406765	21.04	80	23
chr1	181523345	38.39	76	13
chr1	181553955	23.7433333333	64	18
chr1	181554635	15.5633333333	64	18
chr1	181563605	16.17	37	10
chr1	181575925	24.8433333333	59	11
chr1	181664800	27.9933333333	77	14
chr1	181665390	15.2833333333	77	14
chr1	181775215	15.81	91	26
chr1	181777895	19.1666666667	91	26
chr1	181783835	17.5766666667	37	7
chr1	181859155	39.0233333333	74	17
chr1	182145355	38.73	71	12
chr1	182194005	16.2166666667	29	5
chr1	182198925	43.2733333333	73	4
chr1	182337550	28.7	61	15
chr1	182352385	23.1933333333	49	14
chr1	182358735	24.85	64	14
chr1	182364425	23.05	63	13
chr1	182414300	27.9266666667	52	9
chr1	182650595	31.8333333333	65	18
chr1	182694265	32.57	66	21
chr1	182698850	17.2666666667	58	20
chr1	182793930	16.01	54	7
chr1	182804340	32.3033333333	65	15
chr1	182820175	22.87	62	17
chr1	182850005	29.6466666667	53	14
chr1	182904735	30.4933333333	188	49
chr1	182906665	41.18	188	49
chr1	182918150	25.48	48	13
chr1	182922430	17.7733333333	48	20
chr1	182952610	42.0266666667	78	20
chr1	183309955	20.5533333333	47	14
chr1	183395360	21.2666666667	53	18
chr1	183475710	28.05	53	14
chr1	183546450	20.2433333333	74	22
chr1	183547720	19.35	74	22
chr1	183811200	15.9166666667	88	22
chr1	183811850	32.3633333333	88	22
chr1	183819145	150.756666667	227	23
chr1	184045530	31.9433333333	83	19
chr1	184045880	15.75	83	19
chr1	184054830	38.58	75	14
chr1	184068435	16.49	164	59
chr1	184070695	19.4866666667	164	59
chr1	184073635	22.1866666667	164	59
chr1	184080320	24.2666666667	42	8
chr1	184306490	21.1533333333	42	16
chr1	184405615	15.9333333333	55	18
chr1	184420125	26.71	71	13
chr1	184431110	15.0033333333	34	15
chr1	184484365	30.0966666667	77	9
chr1	184490675	17.2433333333	64	20
chr1	184826025	16.1366666667	27	6
chr1	184890475	23.3933333333	48	11
chr1	184913170	31.8133333333	71	16
chr1	184921290	24.7833333333	47	9
chr1	185481020	16.0133333333	39	8
chr1	186059615	23.44	41	10
chr1	186595670	15.0133333333	34	7
chr1	186601150	16.9933333333	31	8
chr1	186617230	26.72	81	21
chr1	186648600	34.87	92	17
chr1	186656240	24.06	50	11
chr1	186677345	21.89	57	12
chr1	187011405	17.52	56	10
chr1	187017620	20.5166666667	44	11
chr1	187086565	23.2633333333	50	14
chr1	187638910	15.65	26	1
chr1	188280230	22.1633333333	41	4
chr1	188523065	15.9133333333	28	8
chr1	188543730	16.51	83	21
chr1	188546000	35.6233333333	83	21
chr1	188594790	16.31	34	7
chr1	188855890	19.47	36	8
chr1	189276290	20.6066666667	50	12
chr1	190145665	17.7733333333	26	11
chr1	190804125	23.4033333333	37	10
chr1	190904860	36.01	67	12
chr1	191431675	15.88	26	8
chr1	191647490	15.0966666667	37	9
chr1	191694630	16.2166666667	61	15
chr1	191707070	19.8566666667	76	21
chr1	191711505	30.8466666667	64	26
chr1	191751790	17.7766666667	34	9
chr1	191797045	22.4366666667	54	18
chr1	192621255	17.6566666667	35	14
chr1	192768455	27.9333333333	52	12
chr1	192899690	16.8333333333	34	6
chr1	192950000	26.2966666667	53	18
chr1	192977170	22.86	53	16
chr1	193006430	16.9933333333	35	12
chr1	193099510	33.1666666667	53	8
chr1	193112875	57.0066666667	107	18
chr1	193130415	16.5833333333	94	22
chr1	193136420	28.87	57	19
chr1	193399920	81.0166666667	164	18
chr1	193641935	25.4766666667	52	13
chr1	193658905	31.0633333333	62	15
chr1	193731620	21.1566666667	45	17
chr1	193788250	28.4966666667	92	17
chr1	193789120	26.6433333333	92	17
chr1	193819530	18.9066666667	41	12
chr1	193917015	18.2166666667	101	26
chr1	193918585	22.5166666667	101	26
chr1	194013125	18.3466666667	102	20
chr1	194014505	50.48	102	20
chr1	194422415	16.7966666667	37	14
chr1	194548655	17.23	39	7
chr1	194553405	22.6333333333	49	22
chr1	194571565	17.4	35	8
chr1	194591860	21.28	38	13
chr1	194610760	16.66	32	3
chr1	194696135	19.79	50	8
chr1	194956485	37.05	64	15
chr1	194960090	17.9733333333	40	6
chr1	195034605	25.6666666667	44	6
chr1	195099675	18.62	40	14
chr1	195156485	22.08	46	13
chr1	195203170	28.06	63	10
chr1	195209190	24.95	121	42
chr1	195211740	16.8966666667	121	42
chr1	195212470	17.7566666667	121	42
chr1	195330360	24.1	93	30
chr1	195402335	30.45	57	11
chr1	195415375	22.46	38	10
chr1	195425510	15.8066666667	27	2
chr1	195525195	17.8766666667	40	3
chr1	195529415	20.1466666667	47	7
chr1	196049320	18.7166666667	39	15
chr1	196643265	17.63	33	6
chr1	196705910	50.79	81	18
chr1	196788575	26.7133333333	47	8
chr1	196802510	28.4033333333	66	10
chr1	197059070	17.1566666667	34	2
chr2	4080845	24.47	44	11
chr2	4413720	18.6666666667	36	8
chr2	4573255	19.2333333333	41	8
chr2	4785690	35.6833333333	82	22
chr2	4838835	19.7166666667	41	7
chr2	5001190	24.87	49	4
chr2	5082360	22.6633333333	44	13
chr2	5326765	22.7266666667	89	25
chr2	5399500	18.31	41	12
chr2	5766340	31.3466666667	53	11
chr2	5821425	22.7166666667	40	7
chr2	5827880	23.91	39	13
chr2	6141380	27.4266666667	48	7
chr2	6326495	22.01	36	10
chr2	6390400	42.1933333333	74	16
chr2	9801395	34.5233333333	62	6
chr2	10023015	29.8566666667	58	25
chr2	10064510	18.61	39	15
chr2	10178745	21.0766666667	42	13
chr2	10233550	28.26	48	2
chr2	10984115	24.4966666667	74	24
chr2	11210180	24.7466666667	55	14
chr2	11253280	65.26	95	11
chr2	11423005	31.2466666667	114	23
chr2	11423815	25.87	114	23
chr2	11524965	119.723333333	179	11
chr2	11585745	22.9933333333	64	8
chr2	11586185	19.7433333333	64	8
chr2	12223630	26.5533333333	49	14
chr2	13186765	26.1533333333	48	9
chr2	13197725	29.4366666667	55	6
chr2	14217205	31.5466666667	53	11
chr2	17566365	18.27	37	8
chr2	17949205	35.5733333333	72	16
chr2	18126930	25.94	72	12
chr2	18794565	32.3033333333	61	4
chr2	19198075	18.0866666667	32	9
chr2	19266505	20.2633333333	35	10
chr2	19336395	37.0733333333	105	7
chr2	19336745	23.2966666667	105	7
chr2	19831240	34.1766666667	66	17
chr2	19841060	19.9533333333	41	9
chr2	20416555	18.0433333333	90	25
chr2	20587760	18.1733333333	34	6
chr2	20690445	24.9833333333	51	15
chr2	20701560	33.16	60	7
chr2	20735780	20.68	46	12
chr2	20820470	27.7066666667	47	7
chr2	21183390	23.8633333333	40	5
chr2	21202610	39.8466666667	67	4
chr2	21831425	30.76	47	7
chr2	22444555	108.19	357	275
chr2	22577545	18.8933333333	35	8
chr2	24152600	18.6666666667	36	8
chr2	24261355	18.96	32	10
chr2	24264880	35.66	63	11
chr2	24346245	27.2633333333	39	3
chr2	24535025	22.2333333333	50	24
chr2	24610930	18.6833333333	52	19
chr2	24708035	23.13	41	7
chr2	24744545	21.26	46	2
chr2	24791205	24.5766666667	44	9
chr2	24817960	33.5033333333	96	23
chr2	24982925	28.7966666667	55	18
chr2	25013455	18.6233333333	54	13
chr2	25049080	43.2366666667	73	18
chr2	25084170	48.2166666667	118	26
chr2	25134785	27.9766666667	67	19
chr2	25148590	20.7333333333	44	12
chr2	25172775	20.85	52	24
chr2	25232370	28.0366666667	63	16
chr2	25258115	32.75	66	17
chr2	25277545	19.7033333333	66	24
chr2	25282580	18.7833333333	79	31
chr2	25283990	22.31	79	31
chr2	25293360	19.9133333333	45	18
chr2	25406930	18.69	38	12
chr2	25477015	32.11	53	9
chr2	25550335	22.7933333333	56	8
chr2	25562265	25.2	48	21
chr2	25691970	35.02	69	11
chr2	25787140	24.8466666667	61	13
chr2	25880030	41.9966666667	79	16
chr2	25910830	27.5733333333	70	9
chr2	26009740	39.4066666667	98	23
chr2	26038380	23.6666666667	54	24
chr2	26129315	21.9666666667	42	9
chr2	26180605	19.37	146	29
chr2	26181435	56.83	146	29
chr2	26213200	21.92	56	20
chr2	26264770	23.2033333333	40	16
chr2	26305200	36.2666666667	77	13
chr2	26417305	67.0533333333	111	18
chr2	26422010	26.93	49	8
chr2	26425795	43.7766666667	149	38
chr2	26442465	27.4366666667	55	11
chr2	26449660	32.55	84	19
chr2	26495820	38.0266666667	67	15
chr2	26502600	197.723333333	278	23
chr2	26873505	35.31	74	25
chr2	26894295	18.5833333333	74	10
chr2	26894985	18.5366666667	74	10
chr2	26981665	38.47	71	14
chr2	27093000	19.9366666667	76	16
chr2	27144680	33.86	79	9
chr2	27283820	39.2433333333	87	17
chr2	27351840	35.0533333333	241	135
chr2	27353290	24.66	241	135
chr2	27353650	39.33	241	135
chr2	27357135	48.69	179	96
chr2	27357455	36.23	179	96
chr2	27408305	36.3466666667	61	8
chr2	27620675	22.74	46	20
chr2	27625920	22.3866666667	112	30
chr2	27627580	25.7433333333	112	30
chr2	27755535	22.6733333333	43	11
chr2	27824970	18.63	41	10
chr2	27829545	20.9666666667	42	12
chr2	28059870	37.5366666667	102	13
chr2	28133755	18.5	48	6
chr2	28225455	21.6066666667	46	13
chr2	28273795	20.49	110	27
chr2	28275665	25.5633333333	110	27
chr2	28319705	22.7466666667	51	14
chr2	28323535	46.98	85	12
chr2	28370165	35.5633333333	172	55
chr2	28372885	51.3833333333	172	55
chr2	28381955	18.34	55	28
chr2	28403525	35.3933333333	59	13
chr2	28433695	24.4833333333	48	14
chr2	28440875	107.9	178	14
chr2	28448530	21.7033333333	39	8
chr2	28452675	29.1366666667	63	10
chr2	28544180	18.2033333333	32	11
chr2	28611220	27.1366666667	58	12
chr2	28779550	23.4833333333	50	14
chr2	28832390	25.38	46	10
chr2	28908650	45.91	123	22
chr2	28922100	21.0933333333	46	7
chr2	29050315	20.1733333333	45	14
chr2	29093360	21.97	43	18
chr2	29438105	32.7666666667	70	15
chr2	29459660	26.2366666667	57	12
chr2	29475130	106.266666667	160	19
chr2	29563540	23.3166666667	47	19
chr2	29587300	19.62	49	14
chr2	29673525	40.3433333333	89	19
chr2	29714770	19.1033333333	42	9
chr2	29724650	29.0633333333	53	17
chr2	29898255	32.8166666667	87	17
chr2	29933155	78.9266666667	169	15
chr2	29933805	24.42	169	15
chr2	29962090	27.0233333333	60	15
chr2	30022525	21.6133333333	36	6
chr2	30059025	24.47	61	4
chr2	30125875	18.2766666667	42	10
chr2	30206915	26.7866666667	49	5
chr2	30291560	28.31	72	17
chr2	30296715	26.98	69	23
chr2	30325605	28.59	67	11
chr2	30650280	61.4333333333	125	33
chr2	30676805	18.34	44	10
chr2	30683860	60.7366666667	179	26
chr2	30685050	19.5066666667	179	26
chr2	30740640	18.76	43	12
chr2	30746780	21.21	46	12
chr2	30785255	23.2966666667	102	32
chr2	30789730	27.81	51	10
chr2	30798385	38.7166666667	65	5
chr2	30880350	26.1833333333	62	21
chr2	31095110	26.0433333333	58	15
chr2	31126825	24.21	50	19
chr2	31137990	31.6433333333	59	21
chr2	31147130	42.6166666667	169	27
chr2	31150700	26.51	169	27
chr2	31161445	22.4433333333	56	17
chr2	31236885	36.3766666667	172	50
chr2	31238675	38.6566666667	172	50
chr2	31315745	25.8066666667	65	22
chr2	31328280	28.9133333333	168	56
chr2	31338575	25.96	166	21
chr2	31339915	57.9066666667	166	21
chr2	31347890	18.6466666667	35	11
chr2	31523030	25.2733333333	54	11
chr2	31640735	22.0666666667	131	41
chr2	31642805	32.14	131	41
chr2	31671060	20.92	51	12
chr2	31679570	23.7733333333	49	12
chr2	31703620	32.2133333333	55	10
chr2	31742800	24.1966666667	47	18
chr2	31768370	18.3166666667	119	25
chr2	31770800	28.7866666667	119	25
chr2	31820780	26.4666666667	52	11
chr2	31989730	28.5266666667	56	10
chr2	32016825	18.9233333333	44	13
chr2	32047500	21.52	45	14
chr2	32138515	26.82	51	9
chr2	32160250	24.19	58	16
chr2	32163835	27.45	51	14
chr2	32208910	26.37	56	11
chr2	32218550	27.04	85	19
chr2	32260400	69.5566666667	123	27
chr2	32342935	27.05	120	17
chr2	32344445	29.62	120	17
chr2	32422370	26.93	74	21
chr2	32430595	26.17	93	22
chr2	32435850	21.4133333333	50	13
chr2	32439100	39.8266666667	69	22
chr2	32458440	20.3566666667	40	14
chr2	32461725	18.5	79	17
chr2	32487390	20.4866666667	54	23
chr2	32545090	93.41	151	7
chr2	32549870	22.2833333333	35	4
chr2	32569165	29.45	53	10
chr2	32613290	22.7533333333	67	17
chr2	32634875	27.6433333333	64	24
chr2	32707830	26.5166666667	98	26
chr2	32709880	28.2533333333	98	26
chr2	32713330	26.7533333333	116	18
chr2	32714750	30.1233333333	116	18
chr2	32720385	26.4833333333	49	9
chr2	32768120	212.096666667	306	14
chr2	32783955	34.3733333333	70	17
chr2	32823005	20.9366666667	59	27
chr2	32987575	24.3833333333	44	16
chr2	33010455	40.6033333333	81	27
chr2	33172390	21.0866666667	39	11
chr2	33184610	29.83	58	17
chr2	33203310	29.3766666667	103	18
chr2	33204860	20.66	103	18
chr2	33258010	34.7066666667	67	9
chr2	33342525	30.5566666667	126	22
chr2	33345245	27.99	126	22
chr2	33351355	20.08	44	11
chr2	33413990	26.91	109	22
chr2	33415480	30.9866666667	109	22
chr2	33424920	31.37	79	30
chr2	33456225	21.3666666667	38	10
chr2	33498875	37.9933333333	82	18
chr2	33538050	31.5133333333	57	10
chr2	33545850	20.6833333333	42	10
chr2	33590545	28.98	67	20
chr2	33602085	18.3333333333	35	7
chr2	33677370	49.3666666667	84	19
chr2	33774035	19.1366666667	48	14
chr2	33829120	39.9166666667	83	26
chr2	34494975	30.2866666667	227	45
chr2	34498085	57.41	227	45
chr2	34500295	27.99	227	45
chr2	34639790	40.63	91	19
chr2	34753615	21.7433333333	53	21
chr2	35070435	24.8666666667	61	22
chr2	35126330	19.7933333333	48	14
chr2	35144695	26.68	134	51
chr2	35147605	27.43	134	51
chr2	35153655	46.2933333333	81	9
chr2	35253185	19.61	75	9
chr2	35400330	24.58	69	22
chr2	35437060	18.2066666667	28	8
chr2	35489010	18.2166666667	34	2
chr2	35505420	20.6133333333	87	23
chr2	35762125	20.3	43	12
chr2	35863785	20.6166666667	77	19
chr2	35877315	24.9966666667	60	8
chr2	36061595	21.8766666667	51	25
chr2	36069805	27.44	88	14
chr2	36070065	25.69	88	14
chr2	36132275	21.7933333333	36	6
chr2	37627420	53.5033333333	123	14
chr2	37658530	34.8133333333	72	21
chr2	37671405	22.39	51	11
chr2	38231665	28.5133333333	97	26
chr2	38285680	24.8966666667	67	13
chr2	38514225	19.2366666667	41	13
chr2	38544400	25.6866666667	47	14
chr2	38595240	20.6566666667	38	6
chr2	38652855	22.06	45	7
chr2	38782725	23.45	40	9
chr2	38787700	30.09	58	23
chr2	38839270	26.4933333333	55	17
chr2	38853630	42.9466666667	78	19
chr2	38953675	20.7366666667	38	3
chr2	39046410	28.5833333333	49	5
chr2	39228815	98.62	139	10
chr2	43529265	22.5433333333	39	4
chr2	43578355	21.9966666667	44	15
chr2	49168810	37.18	57	6
chr2	49582860	18.4633333333	38	9
chr2	49590105	19.26	50	7
chr2	49620280	22.9466666667	44	13
chr2	51004770	20.7166666667	74	17
chr2	51790405	18.1333333333	45	9
chr2	52446685	19.1566666667	43	11
chr2	52488585	24.89	54	7
chr2	52622215	31.5333333333	51	4
chr2	52866425	28.3233333333	63	11
chr2	52981145	19.5966666667	38	13
chr2	53938095	30.52	52	8
chr2	57168710	18.59	35	6
chr2	58135085	20.7533333333	39	8
chr2	58311550	19.9666666667	45	14
chr2	58520640	19.93	77	20
chr2	58552505	43.4433333333	80	10
chr2	59278690	19.5133333333	43	11
chr2	59360370	19.49	33	5
chr2	60256385	21.7066666667	34	5
chr2	61330325	27.7033333333	86	18
chr2	61332645	19.7866666667	86	18
chr2	64692185	19.1966666667	34	1
chr2	65234360	21.6133333333	47	11
chr2	68187885	20.01	54	5
chr2	68595020	22.5066666667	42	12
chr2	68881670	24.43	42	11
chr2	69266395	19.8466666667	41	9
chr2	69358545	18.9233333333	43	11
chr2	69628585	19.8366666667	35	3
chr2	69641150	37.2533333333	64	15
chr2	69723745	18.7766666667	53	8
chr2	69733855	18.8366666667	31	11
chr2	69965070	28.9733333333	62	10
chr2	70347210	18.8166666667	31	9
chr2	70376455	30.87	53	8
chr2	70458550	19.0833333333	64	20
chr2	70499505	58.4466666667	99	20
chr2	70542640	26.42	47	20
chr2	70877925	26.65	53	11
chr2	70887210	40.8066666667	61	9
chr2	70990525	18.8866666667	35	7
chr2	70993780	23.4466666667	35	4
chr2	71316070	22.7666666667	38	6
chr2	71437030	24.3833333333	38	8
chr2	71650885	24.5866666667	49	13
chr2	71654970	24.3033333333	42	14
chr2	71736740	21.28	44	8
chr2	71793920	31.77	54	7
chr2	71803715	23.0333333333	47	15
chr2	71873860	31.76	101	29
chr2	71880325	32.3666666667	63	20
chr2	71934620	18.4466666667	33	9
chr2	72228195	31.3666666667	53	4
chr2	72354690	26.4466666667	62	15
chr2	73005375	24.2533333333	39	5
chr2	73116790	20.3966666667	37	9
chr2	73399895	20.6933333333	44	14
chr2	73404450	27.0666666667	86	16
chr2	73405160	22.5066666667	86	16
chr2	73410745	36.1133333333	70	13
chr2	73630570	18.1233333333	39	17
chr2	73706385	24.2366666667	47	8
chr2	73904925	24.5166666667	46	9
chr2	74500030	18.6133333333	35	10
chr2	74554000	56.7266666667	105	15
chr2	74990745	33.7666666667	74	11
chr2	75428425	46.1466666667	82	10
chr2	75443990	30.2166666667	75	10
chr2	75624370	26.5266666667	42	2
chr2	75717960	20.2233333333	36	6
chr2	75721825	25.81	41	5
chr2	75823435	64.9333333333	95	4
chr2	75829165	21.5633333333	47	14
chr2	75839600	24.6366666667	47	7
chr2	75952990	29.1766666667	50	4
chr2	76092995	19.5866666667	41	10
chr2	76123435	19.33	32	10
chr2	76205450	19.3933333333	94	30
chr2	76807180	26.0133333333	60	18
chr2	76818520	29.74	54	8
chr2	77147520	27.6066666667	47	10
chr2	77180165	55.8066666667	162	23
chr2	77182065	36.4866666667	162	23
chr2	77547455	21.6533333333	36	5
chr2	80107155	38.2266666667	54	16
chr2	83180470	18.42	55	13
chr2	84578915	19.3366666667	34	10
chr2	84638385	24.73	79	16
chr2	84672090	19.12	47	18
chr2	84706020	41.98	118	38
chr2	84708800	23.47	118	38
chr2	84862330	28.6866666667	51	9
chr2	84964265	33.3133333333	75	4
chr2	85086880	23.67	46	5
chr2	90315125	23.15	44	8
chr2	90518560	18.5766666667	46	5
chr2	90905940	26.34	51	7
chr2	90910710	51.31	95	30
chr2	90941775	22.5366666667	41	4
chr2	90955395	137.326666667	201	22
chr2	91487065	23.2966666667	47	22
chr2	91497130	23.3466666667	65	14
chr2	91768205	20.0833333333	124	45
chr2	91770315	24.54	124	45
chr2	91784585	50.1733333333	89	19
chr2	91803965	31.3533333333	62	22
chr2	91827865	22.87	100	26
chr2	91830115	24.5366666667	100	26
chr2	91898750	28.61	86	16
chr2	92278395	19.58	32	3
chr2	92326780	33.5266666667	76	10
chr2	92449175	26.6933333333	62	10
chr2	92723410	19.0666666667	44	18
chr2	92744725	19.0633333333	43	4
chr2	92795050	28.5833333333	49	11
chr2	92916580	22.0766666667	48	19
chr2	93039160	31.5333333333	130	29
chr2	93039800	52.8933333333	130	29
chr2	93044040	18.2333333333	48	18
chr2	93057405	21.0333333333	53	18
chr2	93067165	21.6633333333	53	6
chr2	93173740	21.5066666667	50	15
chr2	93255555	25.29	206	72
chr2	93258795	26.1	206	72
chr2	93261795	19.64	206	72
chr2	93311565	19.17	49	16
chr2	93315410	24.4966666667	118	30
chr2	93317940	29.3266666667	118	30
chr2	93626585	18.4333333333	42	4
chr2	93650350	63.94	203	29
chr2	93652200	29.5866666667	203	29
chr2	93653790	19.64	203	29
chr2	93662820	32.74	137	21
chr2	93663900	54.8666666667	137	21
chr2	93708865	18.6566666667	89	32
chr2	93784420	18.2933333333	38	11
chr2	93842725	32.26	74	9
chr2	93876060	23.63	48	15
chr2	94085700	27.0866666667	49	14
chr2	94130830	29.4233333333	56	17
chr2	94278320	27.98	54	16
chr2	94310985	21.47	56	11
chr2	94606815	18.2733333333	29	6
